projectid,<nn>title</nn>
1694105a9e25061284297d8ff53229cc,<ppl>``</ppl> <prp>You</prp>
16933d8cba46cfcb62d549501174a9f9,<md>Can</md> <prp>You</prp> <vb>See</vb> <prp>Me</prp> <rb>Now</rb> <pp>?</pp>
168b3e0d2005da79131d731aa0016a0f,<nns>Supplies</nns> <vbp>Are</vbp> <vbn>Needed</vbn> <pp>.</pp>
168a8ced64a57a7792065691bca87c57,<vbg>Leaping</vbg> <in>into</in> <nn>Reading</nn>
1687579d0d2dd31106212ddf08c747a0,<vbg>Keeping</vbg> <nnp>First</nnp> <nns>Graders</nns> <nnp>Organized</nnp>
16822244fa58a62fbf87004768ce701f,<vbg>Enhancing</vbg> <nnp>Learning</nnp> <in>With</in> <nn>iPad</nn> <pos>'s</pos> <jj>Endless</jj> <nns>Possibilities</nns> <pp>!</pp>
167fff4bc39aa6ceab074ef81c2f9503,<nn>Need</nn> <rbr>More</rbr> <nn>Power</nn> <in>in</in> <nnp>Fitness</nnp>
167b1f561ea00988598173ec8f9fbb03,<jj>Tenacious</jj> <nnp>Tigers</nnp> <in>On</in> <det>The</det> <nnp>Go</nnp> <pp>!</pp>
16684e9580fceb3c79df439220f9233f,<ppl>``</ppl> <nnp>Refill</nnp>
16643bd9759f5fee196e0edfbe02462a,<nnp>Classroom</nnp> <nnp>Technology</nnp> <nnp>Enhancements</nnp>
1664052d9ccf29a531b9859eec7b7cd1,<det>The</det> <nns>Beginnings</nns> <in>Of</in> <det>An</det> <nn>iPad</nn> <nnp>Classroom</nnp>
16583301b81323b6e895259b707bed75,<nn>Feel</nn> <det>the</det> <nn>Beat</nn> <pp>!</pp>
16583301b81323b6e895259b707bed75,<nnp>Play</nnp> <det>the</det> <nn>Rhythm</nn> <pp>!</pp>
164f282fba511bd01e4cd7da5045412e,<rb>Together</rb> <vbz>Is</vbz> <det>A</det> <nnp>Great</nnp> <nnp>Place</nnp> <to>To</to> <vb>Be</vb> <pp>!</pp>
1640ca51ee7b1c386d9003971c56b171,<ppl>``</ppl> <nn>Help</nn> <nnp>Us</nnp> <vbp>Get</vbp> <in>In</in> <ppl>``</ppl> <ppl>``</ppl> <nn>Touch</nn> <ppr>''</ppr> <ppr>''</ppr> <in>With</in> <prps>Our</prps> <nnp>Learning</nnp> <ppr>''</ppr>
162bfac32adda90d9664f0d15be43445,<nn>Help</nn> <nnp>Our</nnp> <nns>Students</nns> <vbp>Get</vbp> <jj>Active</jj> <in>in</in> <det>a</det> <nnp>Safe</nnp> <nnp>Environment</nnp> <pp>!</pp>
161fa937f783ad894922ffcd4930385b,<vbg>Creating</vbg> <jj>Future</jj> <nns>Scientists</nns> <in>Through</in> <nn>Non-Fiction</nn> <nns>Texts</nns>
161861df9edc0453a4bfda37b29f76e4,<nnp>Young</nnp> <nnps>Environmentalists</nnps> <vbp>Need</vbp> <nns>Tools</nns> <to>To</to> <jj>Complete</jj> <nnp>Our</nnp> <nnp>Job</nnp> <pp>!</pp>
1606c735213b3726ab9cc8083a534676,<nnp>Make</nnp> <prp>Them</prp> <det>a</det> <nn>Reading</nn> <nnp>Star</nnp>
15ec5ef564426a04b7271f8497d132cd,<nnp>Go</nnp> <vbp>Get</vbp> <det>the</det> <nnp>Meaning.Comprehension</nnp> <nnp>Made</nnp> <nnp>Easy</nnp>
15e9df029c15c0049075afa120acd1f9,<nnp>Building</nnp> <nn>Language</nn> <nns>Skills</nns>
15e25552bada21c0d514106d9582ad00,<wp>What</wp> <vbp>Are</vbp> <prp>You</prp> <nn>Reading</nn> <pp>?</pp>
15e0603b2a285968d6361c99ca1a6fc2,<det>An</det> <nnp>Apple</nnp> <det>a</det> <nnp>Day</nnp> <vbz>Keeps</vbz> <nn>Knowledge</nn> <in>from</in> <nn>Fading</nn> <rb>Away</rb>
15d7cb027a337127a04fba4de2b4d85f,<nnp>Fire</nnp> <prp>Me</prp> <in>Up</in> <pp>!</pp>
15d37b44f3d32cf9f10e87644dbfa248,<cd>2nd</cd> <nnp>Grade</nnp> <nns>Newsies</nns> <pps>:</pps> <jj>Relevant</jj> <nn>Nonfiction</nn> <vbz>Is</vbz> <jj>Essential</jj> <pp>!</pp>
15d1c48c4bb1e8002bc6eaafc6ec5c84,<vbg>Expanding</vbg> <prps>our</prps> <nnp>Vocabulary</nnp>
15d16426b80474ba90361d2e39ee7358,<jj>Terrific</jj> <nn>Technology</nn> <in>for</in> <nn>Literacy</nn> <cc>and</cc> <nnp>Math</nnp>
15cc641d7ab73238b8887f8042137b86,<nnp>Computers</nnp> <in>For</in> <nnp>Music</nnp> <nnp>Tech</nnp>
15c8cb12f351232a58a7538c39085a32,<prps>Our</prps> <nnp>Classroom</nnp> <nnp>Technology</nnp> <nns>Needs</nns> <det>a</det> <nnp>REBOOT</nnp> <pp>!</pp>
15c81c3323c25679822f4a9d321d2b76,<vb>Look</vb> <in>at</in> <prp>Me</prp> <pp>!</pp> <nnp>See</nnp> <wp>What</wp> <prp>I</prp> <md>Can</md> <vb>Do</vb> <pp>!</pp>
15b678823d740e27737168a41d14c7c5,<nn>Printer</nn> <in>for</in> <nn>Print</nn> <nnp>Rich</nnp> <nnp>Projects</nnp>
15af04b4ca25148470ac315e87896bda,<nn>Help</nn> <nnp>Us</nnp> <nnp>Use</nnp> <nnp>Our</nnp> <nnp>Online</nnp> <nnp>Resources</nnp> <pp>!</pp>
15aa9d5b76be2e7e2c82a53fe5aaf036,<vbg>Discovering</vbg> <det>the</det> <nnp>World</nnp> <in>Through</in> <det>an</det> <nn>iPad</nn>
158347c56514e885d4a1219065346b38,<nn>Planting</nn> <nns>Seeds</nns> <in>Of</in> <nnp>Education</nnp>
157eb05722f7ea2c02f6452525a20d13,<nnp>Let</nnp> <pos>'s</pos> <nnp>See</nnp> <prp>it</prp> <in>on</in> <det>the</det> <nnp>Big</nnp> <nn>Screen</nn> <pp>!</pp>
1574f42f5519ea8a57bcb251330b4139,<nn>Juice</nn> <in>for</in> <prps>our</prps> <nns>Keys</nns> <pp>!</pp>
1571c83c4d23eb782711725b488f5d8e,<prp>It</prp> <vbz>'s</vbz> <nnp>Easy</nnp> <vbg>Being</vbg> <nnp>Green</nnp> <pp>!</pp>
156c79b9b1a6fba24a011f7195c59278,<nnp>Math</nnp> <nns>Magicians</nns> <in>of</in> <det>the</det> <jj>Future</jj> <pp>!</pp>
155977e640e8b52cf50ec92036cd4386,<nnp>Smart</nnp> <nnp>Mathematicians</nnp> <nnp>Save</nnp> <det>The</det> <nn>Planet</nn> <pp>!</pp>
1545c2396800368eb5e3eb378091b3d5,<vbg>Calculating</vbg> <nnp>High</nnp> <nns>Expectations</nns>
15432a55118b38b0909c5a7b24429e96,<nnp>Inspire</nnp> <nn>Kindergarten</nn> <nn>Creativity</nn> <pp>!</pp>
153d4c085bee3cc8c87d1cef9353d7c9,<jj>Active</jj> <nnp>Learning</nnp>
1533d75e21f8817b6556e048c34d1844,<nnp>Biotechnology</nnp> <nns>Applications</nns>
1532310f3e551f016e26a37ab8ed5063,<nn>Brain</nn> <nn>Fuel</nn> <nn>Fill</nn> <in>Up</in>
151a3438a0b2ac3794feae07c6b19b2d,<nn>Support</nn> <nn>Inclusion</nn> <in>with</in> <vbn>Leveled</vbn> <nnp>Book</nnp> <nns>Libraries</nns>
15182ed61e9bc3f3e35cb058310f6c78,<nn>History</nn> <nn>Class</nn> <vbz>Wants</vbz> <to>to</to> <vb>See</vb> <nn>History</nn>
1513fde990ce9775b3ea72d86e24d84e,<vb>Organize</vb> <prps>Our</prps> <nnp>PE</nnp> <nnp>Classroom</nnp>
1512921d1c6a119e1a8615e35329d49a,<jjr>More</jjr> <nns>Books</nns> <nnp>Piease</nnp> <pp>!</pp>
150c798da18fb8bdaca0ec56ff854225,<jj>Visual</jj> <nn>Literacy</nn> <pps>-</pps> <det>A</det> <nnp>Graphic</nnp> <nn>Idea</nn>
1509c94160e6cd0c5ebbd9d6393cc58a,<nn>iPad</nn> <nn>Fairy</nn> <nns>Tales</nns>
1508b939426061a2cbf310b2363b10b3,<jj>Inspiring</jj> <nns>Readers</nns> <in>Through</in> <det>the</det> <vbn>Written</vbn> <nn>Word</nn>
14ff77be3e308cc64cc8460abc33353b,<cd>One</cd> <in>of</in> <prps>Our</prps> <jj>Favorite</jj> <nns>Authors</nns> <pp>!</pp>
14fd226f8d9b5a788e3568a7100642fe,<det>The</det> <nn>Owl</nn> <vbd>Ate</vbd> <wp>What</wp> <pp>?</pp>
14e558035b9cf9614b997f77a189e689,<vb>Listen</vb> <in>Up</in>
14e31927d4fbf494a1b995e0f24f16b5,<nnp>Cubbies</nnp> <in>For</in> <cd>K2</cd> <nns>Superstars</nns> <pp>!</pp>
14d6dbc2cc65ab291a9d28b18a857371,<nnp>New</nnp> <nnp>School</nnp> <nns>Needs</nns> <nnp>New</nnp> <nnps>Materials</nnps>
14ce5a180464f2856a5e58a55c269399,<det>A</det> <nn>Camera</nn> <to>To</to> <vb>Capture</vb> <prps>Our</prps> <nnp>Learning</nnp>
14c9376c89697e8b819bc5640e9d5481,<ex>There</ex> <vbz>'s</vbz> <det>No</det> <nn>Place</nn> <in>Like</in> <det>the</det> <nnp>Library</nnp>
14c2f732f0d00419b2ec64a90106c6f8,<ppl>``</ppl> <vb>Listen</vb>
14bdd33b73a59002d8fee9c3b0ce1e1e,<nnp>Digital</nnp> <nnp>Camera</nnp> <vbd>Needed</vbd> <to>to</to> <vb>Capture</vb> <nnp>Learning</nnp> <nns>Moments</nns> <pp>!</pp>
14bc59fd0bc4c7339ff25a6c2e0eddc7,<nnp>Library</nnp> <in>for</in> <nnp>First</nnp> <nnp>Grade</nnp> <pp>!</pp>
14b3b255353ad1ddf45f378d3b56006b,<nnp>Science</nnp> <nnp>S</nnp> <pos>'s</pos> <nn>Supply</nn> <nnp>Center</nnp>
14b2e42486227da8ab1a3b6f8c0b9d6e,<det>An</det> <nn>iPad</nn> <in>in</in> <det>the</det> <nnp>Classroom</nnp>
149b70d1a03d0a6f9793aca4b46bb394,<nnp>Classroom</nnp> <nn>Laptop</nn>
148fb17cb5e47623e7f0df1cfd31c273,<nnp>Humane</nnp> <nnp>Education</nnp> <pps>-</pps> <nnp>United</nnp> <nnp>Animal</nnp> <nnp>Nations/Red</nnp> <nnp>Rover</nnp> <nnp>Program</nnp>
148e6e429f6e0ea3c4c765a095b9e197,<jj>Put</jj> <det>An</det> <nn>End</nn> <to>To</to> <nnp>Bullying</nnp> <pp>!</pp>
148e6e429f6e0ea3c4c765a095b9e197,<nnp>WEB</nnp> <vbz>Takes</vbz> <det>A</det> <vbp>Stand</vbp>
148d2896e05a3c8626b6a34789687dd6,<prp>It</prp> <vbz>'s</vbz> <vbg>Reading</vbg> <nnp>Time</nnp> <pp>!</pp>
148998bc62a00aed0ec80600b9d05ca3,<vbg>Making</vbg> <nn>Literacy</nn> <nnp>FUN</nnp>
1484a155f4924ea8759e5fb0564be765,<ppl>``</ppl> <nnp>Booktacular</nnp> <ppr>''</ppr> <ppr>''</ppr> <nnp>Stories</nnp> <nnp>Make</nnp> <jj>Ravenous</jj> <nns>Readers</nns> <ppr>''</ppr>
147a058fba7b58869c3ca4c7ffdd60ac,<nnp>Building</nnp> <nnp>Creative</nnp> <nns>Minds</nns>
1474c7bec7a6cef7fe8b6391004b3b7b,<jj>Audio</jj> <nnp>Equipment</nnp>
146d3ca102eaef67fd44a5e76a6e8726,<nnp>Lights</nnp> <pp>!</pp>
146d3ca102eaef67fd44a5e76a6e8726,<nnp>Camera</nnp> <pp>!</pp>
146d3ca102eaef67fd44a5e76a6e8726,<nnp>Action</nnp> <pp>!</pp>
146d3ca102eaef67fd44a5e76a6e8726,<pps>:</pps> <pps>:</pps> <nnp>Classroom</nnp> <cd>2.0</cd>
14562978f6b80b6d87a651f5ee91b0aa,<vb>Pull</vb> <prps>My</prps> <nn>Chain</nn> <pp>!</pp>
143dfef5d77a255477228e7848ff5dd6,<vb>Learn</vb> <in>About</in> <prps>Our</prps> <nnp>World</nnp> <in>Through</in> <nn>Literacy</nn>
1438c89749fec019d80ab5d7f39c9581,<nn>Rug</nn> <in>Around</in> <det>the</det> <nn>Rosie</nn>
1436c214b8b8c093d53483698da58239,<nnp>Bus</nnp> <nnp>Duty</nnp> <nns>Needs</nns>
142f10cb33d63b901be7ffdf9e19abc2,<wp>What</wp> <in>If</in> <det>The</det> <nnp>Hokki</nnp> <vbz>IS</vbz> <wp>What</wp> <prp>It</prp> <vbz>Is</vbz> <det>All</det> <in>About</in> <pp>?</pp> <pp>?</pp> <pp>?</pp>
141d5ad2eee1834cdf6873af61ab123d,<nnp>Round</nnp> <ppl>`</ppl> <nnp>Em</nnp> <in>Up</in>
1418e02462371bb008e037e3198ba6bc,<nn>Literacy</nn> <det>All</det> <in>Around</in> <nnp>Us</nnp>
141273e083116013f6d30f78f7069bba,<nn>Inclusion</nn> <pp>!</pp> <pp>!</pp> <pp>!</pp>
140469411ee490b79bf45612fa160d21,<nnp>Classroom</nnp> <nnp>Library</nnp> <nns>Levels</nns> <nnp>A-D</nnp>
13fd6222dcd749f7f460713e331c4acf,<ppl>``</ppl> <prps>My</prps> <nns>Readers</nns> <vbp>Do</vbp> <rb>n't</rb> <vb>Understand</vb> <nn>Nonfiction</nn> <nn>Text</nn>
13f6aca9c055e24d2ee41283c54b0de8,<ppl>``</ppl> <prp>I</prp> <md>Can</md> <vb>Be</vb> <det>an</det> <nnp>Artist</nnp>
13ea2ca3b01514cbcd62e37c64b0ad7b,<nnp>Make</nnp> <det>The</det> <nns>Notebooks</nns> <rb>Even</rb> <nnp>Better</nnp> <pp>!</pp>
13cadd8dd47a8325e4a9848d67c1603b,<nn>Help</nn> <nnp>Us</nnp> <vbp>Get</vbp> <nns>Books</nns> <to>To</to> <vb>Learn</vb> <jj>Different</jj> <nn>Reading</nn> <nns>Genres</nns> <pp>!</pp>
13b9cbd1099dd7327e82e318348bd78c,<vb>Give</vb> <jj>Second</jj> <nnp>Grade</nnp> <det>a</det> <nnp>Green</nnp> <vbz>Thumbs</vbz> <in>Up</in> <pp>!</pp>
13af71297e93bcaa6412b6445c88300e,<nn>Reading</nn> <in>for</in> <det>a</det> <nn>Purpose</nn>
13a97499d642cc340de85cea6ef47755,<nnp>Apps</nnp> <in>for</in> <nnp>A+</nnp> <nns>Attitudes</nns>
139b55d2cb89160bd796f322bc6d4836,<vbg>Reaching</vbg> <in>Out</in> <nnp>Technology</nnp>
138e6b2e081f5b02bb5e13dc3cf49d52,<nnp>Are</nnp> <prp>You</prp> <det>a</det> <jj>Good</jj> <nn>Listener</nn> <pp>?</pp>
1379da88d521efed392f5003f1d14800,<nnp>Buttars</nnp> <pos>'</pos> <jj>Fantastic</jj> <nnp>First</nnp> <nns>Graders</nns>
1377c79e45133bdb4d1d3a0315d1c1fc,<nnp>Cat</nnp> <nn>Dissection</nn> <in>for</in> <nnp>High</nnp> <nnp>School</nnp> <nnp>Anatomy</nnp> <nnp>Course</nnp>
1374b6aaaeecbce4b1e2bd6b608bc525,<nn>Help</nn> <nnp>Us</nnp> <vb>Seize</vb> <jjr>More</jjr> <nnp>Teachable</nnp> <nns>Moments</nns> <pp>!</pp>
136b937cc6486e351501d0901b256e98,<prp>We</prp> <vbp>Need</vbp> <det>A</det> <nnp>Tablet</nnp> <pp>!</pp>
136a888748d21623d3d63c3ecee9d9d4,<ppl>``</ppl> <nnp>Old</nnp>
1335d5b9755dfa1feb7f0dc7b0e2286b,<nn>Reading</nn> <vbz>Is</vbz> <nn>Fun</nn> <pp>!</pp>
130be1f34761c327507a01174c366581,<ppl>``</ppl> <nnp>WRITE</nnp> <nn>Hand</nn>
12ecb4e4c8b4367b195dffbc1980fa33,<det>A</det> <nnp>New</nnp> <nnp>Slant</nnp> <in>on</in> <nnp>Education</nnp> <pp>!</pp> <pp>!</pp>
12e7051914256383959f84dd57c53a4c,<ppl>``</ppl> <prp>It</prp> <vbz>is</vbz> <det>All</det> <ppl>``</ppl> <ppl>``</ppl> <rb>Right</rb> <ppr>''</ppr> <ppr>''</ppr> <to>to</to> <vb>Write</vb> <pp>!</pp> <pp>!</pp> <pp>!</pp> <ppr>''</ppr>
12e11c6cc232ebe60f45f3c86dea3ec3,<nnp>Math</nnp> <nnp>Links</nnp> <cc>and</cc> <nnp>Manipulatives</nnp>
12dd12d574c7deb6513775312b8dce4e,<vb>Give</vb> <prp>Me</prp> <det>The</det> <jj>Real</jj> <nn>Deal</nn> <pp>!</pp>
12c4321b76711ffc6368d9798e11131c,<ppl>``</ppl> <prp>We</prp> <vbp>Have</vbp> <nnp>Technology</nnp>
12b225855751d895cebef129f0b65320,<nn>Rewarding</nn> <in>With</in> <nn>Reading</nn>
12af674c6e85197be6105c22d810dea4,<vbg>Going</vbg> <ppl>`</ppl> <nnp>Green</nnp> <pos>'s</pos> <ppr>'</ppr> <vbg>Acquiring</vbg> <nnp>Job</nnp> <nns>Skills</nns>
12892856b5d1d697de6c593987734bd3,<nns>Students</nns> <sym>+</sym> <nn>Creativity</nn> <sym>+</sym> <nnp>Digital</nnp> <nnp>Camera</nnp> <sym>=</sym> <jj>Engaging</jj> <nnp>Learning</nnp>
12752ef8af3454c3b45bde16be1d8551,<nnp>Engagement</nnp> <cc>and</cc> <nn>Motivation</nn> <pps>:</pps> <nns>iPods</nns> <jj>Lead</jj> <det>the</det> <nn>Way</nn> <nn>ll</nn>
125f51da038ff92bc084d8db8c0f612d,<det>An</det> <jj>Active</jj> <nn>Body</nn> <nns>Means</nns> <det>An</det> <jj>Active</jj> <vb>Mind</vb> <pp>!</pp>
124f016426c91c6d34796878309b7414,<vb>Please</vb> <nn>Help</nn> <cc>and</cc> <nn>Support</nn> <prps>our</prps> <nn>Character</nn> <nn>Education</nn> <nn>Program</nn> <pp>!</pp>
1226312efd923cd63d3542b9704145f8,<vbg>Sitting</vbg> <cc>and</cc> <nn>Singing</nn> <prps>our</prps> <nn>Way</nn> <in>Through</in> <nn>Kindergarten</nn>
121bbbcda3048014f0b0545e9d6ce5f9,<nnp>Matilda</nnp> <in>in</in> <det>the</det> <nnp>Classroom</nnp>
121ab613e66a6ab0865c597af265336a,<nnp>Ms.</nnp> <nnp>R</nnp> <pos>'s</pos> <nns>Diplomats</nns> <nn>Literacy</nn> <nnp>Development</nnp>
1214f2c2fe667ccf996f05e357efd4b1,<vb>Say</vb> <nnp>Cheese</nnp> <pp>!</pp>
1214f2c2fe667ccf996f05e357efd4b1,<prp>You</prp> <vbp>'re</vbp> <in>in</in> <det>the</det> <nn>Yearbook</nn> <pp>!</pp>
120cc095520f6644073e47b1e0744d1b,<det>The</det> <jjr>Bigger</jjr> <det>the</det> <nnp>Better</nnp>
1205c42fef11e6dc4fda53fdf4ba3955,<nn>Help</nn> <nnp>Us</nnp> <vb>Build</vb> <prps>Our</prps> <nn>Listening</nn> <nnp>Center</nnp> <pp>!</pp>
12019ad6bbe5649d858f04b103eadd24,<vb>Continue</vb> <prps>Our</prps> <nns>Adventures</nns>
12008a523936194660fbc25fb27bdf7b,<nnp>Young</nnp> <nnp>Artists</nnp> <nnp>Ready</nnp> <in>for</in> <det>an</det> <nn>Art</nn> <nn>Show</nn> <nn>Help</nn> <nnp>Us</nnp> <nn>Display</nn> <nnp>Our</nnp> <nnp>Work</nnp>
11e83d73128eeb7a75943dc45d911e5f,<nnp>Bouncy</nnp> <nns>Seats</nns> <in>for</in> <nnp>Bouncy</nnp> <nnp>Kinders</nnp> <in>in</in> <jj>Special</jj> <nnp>Ed</nnp> <pp>.</pp>
11d9bc90f6e5a662cbadd9a2bb6d170d,<nnp>Books</nnp> <pp>!</pp>
11d9bc90f6e5a662cbadd9a2bb6d170d,<nnp>Books</nnp> <pp>!</pp>
11d9bc90f6e5a662cbadd9a2bb6d170d,<nnp>Books</nnp> <pp>!</pp>
11d894a127450f83bb6fc01a289460c2,<nn>Help</nn> <nnp>Us</nnp> <vb>Tear</vb> <in>Down</in> <det>the</det> <nnp>Library</nnp> <nns>Walls</nns>
11d115a8658f92bd29cc069eaee0470c,<det>All</det> <nns>Ears</nns> <pp>!</pp>
11d115a8658f92bd29cc069eaee0470c,<prp>We</prp> <vbp>Need</vbp> <det>an</det> <nn>iPad</nn> <to>to</to> <vb>Help</vb> <prp>us</prp> <vb>Become</vb> <nnp>Better</nnp> <nns>Readers</nns> <pp>!</pp>
11d084fbaaf575cfb4c64720f5721068,<vbg>Helping</vbg> <prps>Our</prps> <jjs>Lowest</jjs> <nn>Achievers</nn> <nnp>Reach</nnp> <nnp>BIG</nnp> <nn>Reading</nn> <nnp>Heights</nnp> <pp>!</pp>
11aedf70a714414e469846244ce8b8c7,<nnp>Let</nnp> <nnp>My</nnp> <nnp>Kids</nnp> <nn>Shine</nn> <pp>!</pp> <pp>!</pp> <pp>!</pp> <pp>!</pp>
11acf25a556b6a9c83bb2dc114a8998a,<nnp>Books</nnp> <to>to</to> <nnp>Inspire</nnp> <vbg>Growing</vbg> <nns>Readers</nns>
11a819ffe698ba2bae7d9ebce5b4cf5e,<nn>Modeling</nn> <nnp>Math</nnp> <in>with</in> <det>an</det> <nnp>ELMO</nnp>
119edb09fcc01d819844ed8fff764852,<in>For</in> <nn>Everyone</nn> <to>To</to> <vb>See</vb>
119cb9abb8a878d83c2ef147304618be,<det>A</det> <nnp>Project</nnp> <to>to</to> <nnp>Project</nnp>
1197a44da954d9659c97df64537c7c9d,<nnp>Magnifying</nnp> <nn>Kindergarten</nn> <nn>Science</nn> <nnp>Learning</nnp>
11892aa3ccc70c69e595e37757c62131,<nnp>Rock</nnp> <ppl>`</ppl> <nn>n</nn> <pos>'</pos> <nnp>Roll</nnp> <nnp>Learning</nnp>
1186532628900c0f77f7ca93a8210f78,<sym>*</sym> <jj>Mighty</jj> <nnp>Mathematicians</nnp> <vbg>Needing</vbg> <nnp>Technology</nnp> <sym>*</sym>
1181491cdd64cf147648b12391f9d31d,<nnp>Organizing</nnp> <nnp>Our</nnp> <nnp>Learning</nnp> <in>into</in> <nnp>Cubbies</nnp> <cc>and</cc> <nn>Spotlight</nn> <nns>Books</nns> <pp>!</pp>
1180cedda170bec0c73a43c16e3826c7,<nn>Mathematics</nn> <vbg>Using</vbg> <nnp>Computer</nnp> <nns>Tutorials</nns>
117ef09ad3a4ade47ceaf5af59d7b77d,<nn>Reading</nn> <to>To</to> <vb>Keep</vb> <nnp>Bullying</nnp> <rb>Away</rb> <pp>!</pp>
117ef09ad3a4ade47ceaf5af59d7b77d,<nnp>Part</nnp> <cd>1</cd>
116b75d89b5a81ef07c633569fb8169f,<prps>Our</prps> <nn>Reading</nn> <nnp>Safari</nnp>
11681eb54ccab42f5432ac4dc73aba33,<ppl>``</ppl> <nn>Help</nn> <nnp>Our</nnp> <ppl>``</ppl> <ppl>``</ppl> <nnp>BrainsPop</nnp> <ppr>''</ppr> <ppr>''</ppr> <in>into</in> <det>the</det> <nnp>New</nnp> <nn>Year</nn> <pp>!</pp> <pp>!</pp> <pp>!</pp> <ppr>''</ppr>
1166652fa69278b5c358d528948da15a,<nnp>Tiny</nnp> <nnp>Violins</nnp> <in>For</in> <nnp>Tiny</nnp> <nns>Students</nns>
116303932d9220f011e881366d937c2d,<nnp>Book</nnp> <nnp>Nooks</nnp> <pp>!</pp>
116251eaa286c1c004e99585350910d3,<nnp>Core</nnp> <cd>7</cd> <nns>Students</nns>
115c036dcced69e7b8ad7e3e34a4c3b9,<nnp>MicroBug</nnp>
11532a0a9c4de509a1665fda7b4d65a3,<nnp>Funics</nnp> <pps>:</pps> <nnp>Phonics</nnp> <nnp>Made</nnp> <nn>Fun</nn>
1150dc6e4a19a218585f50e3dc24cadb,<nnp>Project</nnp> <prp>Me</prp>
114046fada6e8765416c21346091f06c,<nnp>Second</nnp> <nns>Graders</nns> <vb>Explore</vb> <det>the</det> <nnp>World</nnp> <in>Through</in> <nnp>Books</nnp>
111980ceab0ba1282f3ec5e627d77632,<in>From</in> <cd>2nd</cd> <nnp>Grade</nnp> <to>to</to> <nnp>College</nnp> <jj>Bound</jj> <pp>!</pp>
1108fb8dd5371a4279e665a154ca164a,<nnp>Marker</nnp> <nnp>Magic</nnp>
10f13d59bf427dd6cb3fced1953a3ee0,<jj>Calming</jj> <det>The</det> <nns>Senses</nns>
10d95d99d3d8c85c2215019d7261f635,<nnp>Energizing</nnp> <nnp>New</nnp> <nns>Readers</nns>
10ce944c26a3e6234f662c6d41887254,<prp>I</prp> <in>Like</in> <to>To</to> <vb>Move</vb> <prp>It</prp> <vb>Move</vb> <prp>It</prp> <nn>Part</nn> <cd>2</cd>
10b2542ebe1230395742640c5e175935,<in>From</in> <nns>Desks</nns> <to>to</to> <nn>Lab</nn> <nns>Benches</nns> <to>to</to> <det>the</det> <nnp>World</nnp> <in>of</in> <nnp>Science</nnp>
10acb30c296a77a123db9ce158e6e589,<nnp>Photo</nnp> <nnp>Essayists</nnp> <in>with</in> <jj>Colorful</jj> <nns>Expressions</nns> <pp>!</pp>
1093ebfe8b7a06c965b36547dce4e6a8,<prp>We</prp> <nnp>Love</nnp> <nnp>Our</nnp> <nnp>School</nnp> <pp>!</pp>
107a47054302d6697db63bfb2a061dcf,<nn>Help</nn> <nn>Fill</nn> <nnp>Our</nnp> <nnp>Library</nnp> <in>with</in> <nnp>Books</nnp> <pp>!</pp>
105c3c2ef318b42661b3c61508e372c9,<prp>We</prp> <vbp>Want</vbp> <to>To</to> <nnp>Skype</nnp> <in>At</in> <nnp>School</nnp> <pp>!</pp> <pp>!</pp>
1059fdc54bd7da3a3ef1828176364e72,<jj>Eager</jj> <to>to</to> <vb>Learn</vb> <cc>but</cc> <rb>Nowhere</rb> <to>to</to> <vb>Sit</vb> <pps>:</pps> <nnp>New</nnp> <nn>Carpet</nn> <in>for</in> <cd>1st</cd> <nnp>Grade</nnp>
1053d9502beaebbe76d74a2683e8ad34,<nnp>Nabi</nnp> <nnp>Jr.</nnp> <nns>Tablets</nns> <in>in</in> <nn>Kindergarten</nn> <pp>!</pp>
100c8aae6a7d18857d66cd0cdf16e298,<nnp>Let</nnp> <pos>'s</pos> <nn>Play</nn> <rb>Again</rb> <pp>!</pp>
100b38cc1437780961fbb0a74f12cad0,<prp>YOU</prp> <md>Can</md> <vb>Help</vb> <nnp>First</nnp> <nns>Graders</nns>
10043908a79280d6fb7b562eadb97e8f,<nnp>Math</nnp> <nnp>Maniacs</nnp>
0ff7387c81a0538f562f2575af20ba45,<nnp>College</nnp> <nn>Reading</nn> <in>for</in> <nnp>AP</nnp> <nns>Students</nns>
0fe8d819cf1ee686aa7ca604b6d12b84,<det>All</det> <vbn>Dried</vbn> <in>Out</in> <pp>!</pp>
0fdd2f47e2ab6a5a0961c5d827ff0f85,<in>Up</in> <nnp>Close</nnp> <cc>and</cc> <nnp>Personal</nnp> <in>in</in> <nnp>Art</nnp>
0fdc3f7ae51cde3b55720eb740b8a2f5,<nnp>Saving</nnp> <nnp>Time</nnp> <in>For</in> <nnp>Science</nnp>
0fcccf5d7986b8b8d64bc18651911b1d,<nnp>ScienceJuice</nnp>
0fc080cd6f2852e335da645c96670bc0,<ppl>``</ppl> <rb>Even</rb> <jj>Gifted</jj> <nns>Students</nns> <vbp>Get</vbp> <vbd>Bullied</vbd> <pp>!</pp>
0fc080cd6f2852e335da645c96670bc0,<lrb>(</lrb> <cc>and</cc> <md>Can</md> <vb>Be</vb> <vbz>Bullies</vbz>
0fb42842221fc96ba1f24c93604f118e,<ppl>``</ppl> <jj>Beautiful</jj> <nnp>Biomes</nnp>
0fb128f5d1cd0a3fa091a49afd87a33e,<nnp>Prairie</nnp> <nnp>Into</nnp> <nnp>Paper</nnp> <jj>Prized</jj> <in>by</in> <nns>People</nns>
