projectid,<nn>essay</nn>
116251eaa286c1c004e99585350910d3,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nn>help</nn> <to>to</to> <vb>see</vb> <wrb>how</wrb> <det>this</det> <vbz>applies</vbz> <to>to</to> <prps>their</prps> <nn>world</nn> <pp>.</pp>
116251eaa286c1c004e99585350910d3,<prp>They</prp> <vbp>are</vbp> <rb>not</rb> <jj>aware</jj> <in>of</in> <jj>global</jj> <cc>or</cc> <jj>environmental</jj> <nns>problems</nns> <in>that</in> <vb>exist</vb> <nn>today</nn> <pp>.</pp>
116251eaa286c1c004e99585350910d3,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <nn>eleven</nn> <cc>or</cc> <cd>twelve</cd> <nn>year</nn> <jj>old</jj> <nns>children</nns> <wp>who</wp> <vbp>attend</vbp> <det>a</det> <nn>middle</nn> <nn>school</nn> <in>in</in> <nnp>Northern</nnp> <nnp>California</nnp> <pp>.</pp>
116251eaa286c1c004e99585350910d3,<prp>It</prp> <vbz>is</vbz> <cd>one</cd> <in>of</in> <cd>eight</cd> <nn>middle</nn> <nns>schools</nns> <in>in</in> <prps>our</prps> <nn>school</nn> <nn>district</nn> <pp>.</pp>
116251eaa286c1c004e99585350910d3,<prps>Our</prps> <nn>school</nn> <vbz>is</vbz> <cd>one</cd> <in>of</in> <jjs>oldest</jjs> <in>in</in> <prps>our</prps> <nn>district</nn> <pp>.</pp>
116251eaa286c1c004e99585350910d3,<prps>Our</prps> <nns>students</nns> <wp>who</wp> <vbp>come</vbp> <in>from</in> <prps>our</prps> <nn>feeder</nn> <nns>schools</nns> <vbp>have</vbp> <vbn>known</vbn> <det>each</det> <jj>other</jj> <jjs>most</jjs> <in>of</in> <prps>their</prps> <nn>school</nn> <nn>career</nn> <pp>.</pp>
116251eaa286c1c004e99585350910d3,<prps>Our</prps> <nn>school</nn> <vbz>is</vbz> <det>a</det> <rb>predominantly</rb> <nnp>Caucasian</nnp> <nn>population</nn>
115c036dcced69e7b8ad7e3e34a4c3b9,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>2</cd> <jj>digital</jj> <nns>microscopes</nns> <to>to</to> <vb>view</vb> <cc>and</cc> <nn>record</nn> <nns>bugs</nns> <in>from</in> <prps>our</prps> <nn>school</nn> <nn>garden</nn> <pp>.</pp>
11532a0a9c4de509a1665fda7b4d65a3,<nn>middle</nn>
1150dc6e4a19a218585f50e3dc24cadb,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nnp>Chromebook</nnp> <cc>and</cc> <cd>4</cd> <jj>interactive</jj> <nn>science</nn> <nn>CD-ROMs</nn> <pp>.</pp>
114046fada6e8765416c21346091f06c,<ppl>``</ppl> <nn>Help</nn> <prp>us</prp> <vb>explore</vb> <jj>other</jj> <nns>cultures</nns> <cc>and</cc> <nn>visit</nn> <jj>other</jj> <nns>countries</nns> <in>through</in> <nns>books</nns> <pp>.</pp>
114046fada6e8765416c21346091f06c,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <in>from</in> <det>a</det> <jj>rural</jj> <nn>area</nn> <in>in</in> <nnp>South</nnp> <nnp>Carolina</nnp> <pp>.</pp>
114046fada6e8765416c21346091f06c,<prps>Our</prps> <nnp>Palmetto</nnp> <pos>'s</pos> <jjs>finest</jjs> <nn>school</nn> <vbz>is</vbz> <nn>kindergarten</nn> <in>through</in> <jj>fifth</jj> <nn>grade</nn> <cc>and</cc> <vbz>consists</vbz> <in>of</in> <nns>students</nns> <in>from</in> <vbg>varying</vbg> <jj>socioeconomic</jj> <nns>backgrounds</nns> <pp>.</pp>
114046fada6e8765416c21346091f06c,<prps>Our</prps> <nn>school</nn> <vbz>is</vbz> <det>a</det> <nn>Title</nn> <cd>1</cd> <nn>school</nn> <pp>.</pp>
114046fada6e8765416c21346091f06c,<nnp>My</nnp> <nn>classroom</nn> <vbp>consist</vbp> <in>of</in> <cd>60</cd> <nn>%</nn> <nn>male</nn> <nns>students</nns> <pp>.</pp>
114046fada6e8765416c21346091f06c,<nnp>\n</nnp> <nnp>\nWith</nnp> <det>the</det> <vbn>requested</vbn> <nn>literature</nn> <nns>materials</nns> <cc>and</cc> <nn>map</nn> <nns>materials</nns>
111980ceab0ba1282f3ec5e627d77632,<ppl>``</ppl> <prp>I</prp> <vbp>teach</vbp> <cd>2nd</cd> <nn>grade</nn> <in>in</in> <det>a</det> <nn>Title</nn> <prp>I</prp> <nn>school</nn> <pp>.</pp>
111980ceab0ba1282f3ec5e627d77632,<prp>We</prp> <vbp>are</vbp> <in>in</in> <det>a</det> <nn>high-need</nn> <nn>area</nn> <in>with</in> <in>over</in> <cd>85</cd> <nn>%</nn> <in>of</in> <prps>our</prps> <nns>students</nns> <vbg>qualifying</vbg> <in>for</in> <jj>free</jj> <cc>or</cc> <jj>reduced</jj> <nn>lunch</nn> <pp>.</pp>
111980ceab0ba1282f3ec5e627d77632,<jj>Recent</jj> <nn>budget</nn> <nns>cuts</nns> <vbp>have</vbp> <vbn>left</vbn> <jj>little</jj> <to>to</to> <det>no</det> <nn>money</nn> <in>for</in> <jj>supplemental</jj> <nns>materials</nns> <pp>.</pp>
111980ceab0ba1282f3ec5e627d77632,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>start</vbp> <det>the</det> <nn>school</nn> <nn>year</nn> <rb>very</rb> <jj>excited</jj> <cc>and</cc> <jj>eager</jj> <to>to</to> <vb>learn</vb> <pp>.</pp>
111980ceab0ba1282f3ec5e627d77632,<in>As</in> <det>a</det> <nn>teacher</nn>
1108fb8dd5371a4279e665a154ca164a,<nns>boards</nns>
10f13d59bf427dd6cb3fced1953a3ee0,<ppl>``</ppl> <nnp>Have</nnp> <prp>you</prp> <rb>ever</rb> <vbn>been</vbn> <in>around</in> <det>a</det> <nn>child</nn> <wp>who</wp> <vbd>was</vbd> <rb>physically</rb> <jj>active</jj> <cc>and</cc> <md>could</md> <rb>not</rb> <vb>focus</vb> <in>on</in> <det>the</det> <vbn>given</vbn> <nn>task</nn> <pp>?</pp>
10f13d59bf427dd6cb3fced1953a3ee0,<in>If</in> <rb>so</rb>
10d95d99d3d8c85c2215019d7261f635,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <wp>what</wp> <prp>it</prp> <vbd>was</vbd> <in>like</in> <to>to</to> <rb>not</rb> <vb>know</vb> <wrb>how</wrb> <to>to</to> <vb>read</vb> <cc>or</cc> <vb>write</vb> <pp>?</pp>
10d95d99d3d8c85c2215019d7261f635,<nnp>My</nnp> <nns>students</nns> <vbp>require</vbp> <nns>visuals</nns> <cc>and</cc> <jj>other</jj> <nns>supports</nns> <to>to</to> <vb>accompany</vb> <nn>everything</nn> <prp>they</prp> <vbp>are</vbp> <vbg>learning</vbg> <in>about</in> <pp>.</pp>
10d95d99d3d8c85c2215019d7261f635,<in>As</in> <det>a</det> <nn>teacher</nn> <vbg>providing</vbg> <det>this</det> <in>for</in> <prps>my</prps> <nns>students</nns> <vbz>is</vbz> <rb>extremely</rb> <vb>print</vb> <jj>heavy</jj> <pp>.</pp>
10d95d99d3d8c85c2215019d7261f635,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>attend</vbp> <det>a</det> <jj>public</jj> <nnp>District</nnp> <cd>75</cd> <nn>school</nn> <in>in</in> <det>the</det> <nnp>Bronx</nnp> <pp>.</pp>
10d95d99d3d8c85c2215019d7261f635,<prps>Their</prps> <nn>grade</nn> <nns>levels</nns> <nn>range</nn> <in>from</in> <cd>5th</cd> <in>through</in> <cd>8th</cd> <nn>grade</nn>
10ce944c26a3e6234f662c6d41887254,<jj>easy-catch</jj> <nn>play</nn> <nns>balls</nns>
10b2542ebe1230395742640c5e175935,<jj>such</jj> <in>as</in> <jj>various</jj> <nns>kits</nns> <in>for</in> <nn>endothermic</nn>
10acb30c296a77a123db9ce158e6e589,<nn>ink</nn> <cc>and</cc> <nn>paper</nn> <to>to</to> <jj>last</jj> <cd>four</cd> <nns>semesters</nns> <to>to</to> <vb>produce</vb> <nn>photo</nn> <nns>essays</nns> <cc>and</cc> <vb>add</vb> <jj>stunning</jj> <nns>visuals</nns> <to>to</to> <nns>presentations</nns> <pp>.</pp> <ppr>''</ppr>
1093ebfe8b7a06c965b36547dce4e6a8,<cd>two</cd> <nns>whiteboards</nns>
1093ebfe8b7a06c965b36547dce4e6a8,<in>because</in> <prp>we</prp> <vbp>have</vbp> <nns>chalkboards</nns> <nn>right</nn> <rb>now</rb>
107a47054302d6697db63bfb2a061dcf,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>40+</cd> <nns>books</nns> <in>that</in> <vbp>are</vbp> <in>on</in> <prps>their</prps> <nn>reading</nn> <nn>level</nn> <cc>and</cc> <jj>interesting</jj> <to>to</to> <prp>them</prp> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<ppl>``</ppl> <det>The</det> <nns>students</nns> <in>at</in> <prps>my</prps> <nn>school</nn> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <det>the</det> <nn>opportunity</nn> <to>to</to> <vb>visit</vb> <jj>new</jj> <cc>and</cc> <jj>exciting</jj> <nn>place</nn> <cc>and</cc> <vb>meet</vb> <nns>people</nns> <in>from</in> <jj>different</jj> <nns>cultures</nns> <in>of</in> <prps>their</prps> <jj>own</jj> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<prp>They</prp> <vbp>need</vbp> <to>to</to> <vb>be</vb> <vbn>exposed</vbn> <to>to</to> <jj>other</jj> <nns>cultures</nns> <in>so</in> <prp>they</prp> <md>can</md> <vb>expand</vb> <prps>their</prps> <nn>knowledge</nn> <in>of</in> <det>the</det> <nn>world</nn> <in>around</in> <prp>them</prp> <rb>instead</rb> <in>of</in> <wp>what</wp> <vbz>is</vbz> <rb>just</rb> <in>in</in> <prps>their</prps> <nn>neighborhood</nn> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<nnp>\n</nnp> <nnp>\nMy</nnp> <nn>school</nn> <vbz>is</vbz> <det>a</det> <nn>Title</nn> <cd>One</cd> <nn>school</nn> <wrb>where</wrb> <det>the</det> <nn>majority</nn> <in>of</in> <det>the</det> <nns>students</nns> <vbp>receive</vbp> <jj>free</jj> <nn>lunch</nn> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<det>The</det> <nn>majority</nn> <in>of</in> <prps>my</prps> <nn>class</nn> <vbp>are</vbp> <jj>English</jj> <nnp>Learners</nnp> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<det>The</det> <nn>majority</nn> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <nn>access</nn> <to>to</to> <det>a</det> <nn>computer</nn> <in>at</in> <prps>their</prps> <nns>homes</nns> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<prp>They</prp> <vbp>come</vbp> <in>from</in> <nns>homes</nns> <wrb>where</wrb> <det>both</det> <nns>parents</nns> <nn>work</nn> <rb>long</rb> <nns>hours</nns> <cc>and</cc> <prps>their</prps> <nns>parents</nns> <vbp>do</vbp> <rb>n't</rb> <vb>have</vb> <nn>time</nn> <to>to</to> <vb>drive</vb> <prp>them</prp> <in>across</in> <nn>town</nn> <to>to</to> <vb>go</vb> <to>to</to> <det>the</det> <jj>public</jj> <nn>library</nn> <to>to</to> <vb>use</vb> <det>the</det> <jj>local</jj> <nn>Internet</nn> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<rb>Also</rb> <prp>they</prp> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <jj>many</jj> <nns>opportunities</nns> <to>to</to> <vb>go</vb> <in>beyond</in> <prps>their</prps> <jj>own</jj> <nn>neighborhood</nn> <to>to</to> <vb>use</vb> <wrb>how</wrb> <nns>others</nns> <vbp>live</vbp> <pp>.</pp>
105c3c2ef318b42661b3c61508e372c9,<nnp>\n</nnp> <nnp>\nBy</nnp> <vbg>having</vbg> <det>this</det> <nn>project</nn> <vbn>funded</vbn>
1059fdc54bd7da3a3ef1828176364e72,<ppl>``</ppl> <nn>Everyone</nn> <vbz>is</vbz> <vbn>included</vbn> <pp>!</pp>
1059fdc54bd7da3a3ef1828176364e72,<prp>I</prp> <vbp>have</vbp> <det>a</det> <nn>rug</nn> <in>with</in> <cd>20</cd> <nns>squares</nns> <cc>and</cc> <prp>I</prp> <vbp>have</vbp> <cd>22</cd> <nns>students</nns> <pp>.</pp>
1059fdc54bd7da3a3ef1828176364e72,<cd>Two</cd> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>sit</vbp> <in>on</in> <jj>separate</jj> <nn>carpet</nn> <nns>squares</nns> <in>outside</in> <det>the</det> <jj>main</jj> <nn>rug</nn> <pp>.</pp>
1059fdc54bd7da3a3ef1828176364e72,<jj>Many</jj> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>are</vbp> <nns>refugees</nns> <cc>or</cc> <cd>1st</cd> <nn>generation</nn> <nns>Americans</nns> <wp>who</wp> <vbp>benefit</vbp> <in>from</in> <det>a</det> <nn>classroom</nn> <nn>atmosphere</nn> <in>that</in> <vbz>is</vbz> <nn>inclusive</nn>
1053d9502beaebbe76d74a2683e8ad34,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>two</cd> <nnp>Nabi</nnp> <nnp>Jr.</nnp> <nns>Tablets</nns> <in>for</in> <nn>use</nn> <in>in</in> <det>the</det> <nn>classroom</nn> <to>to</to> <vb>help</vb> <vb>make</vb> <nn>review</nn> <cc>and</cc> <nn>enrichment</nn> <in>of</in> <nns>skills</nns> <nn>fun</nn> <cc>and</cc> <jj>engaging</jj> <pp>.</pp>
100c8aae6a7d18857d66cd0cdf16e298,<cc>and</cc> <nn>habitual</nn> <jj>lifelong</jj> <nns>learners</nns> <pp>.</pp>
100c8aae6a7d18857d66cd0cdf16e298,<prp>I</prp> <vbp>want</vbp> <pp>.</pp> <ppr>''</ppr>
100b38cc1437780961fbb0a74f12cad0,<in>as</in> <rb>well</rb> <in>as</in> <cd>3</cd> <nn>pocket</nn> <nn>chart</nn> <nn>activity</nn> <nns>kits</nns> <pp>.</pp> <ppr>''</ppr>
10043908a79280d6fb7b562eadb97e8f,<cc>and</cc> <nns>fractions</nns> <pp>!</pp> <pp>!</pp>
10043908a79280d6fb7b562eadb97e8f,<det>Those</det> <vbd>were</vbd> <jj>scary</jj> <nns>times</nns> <in>for</in> <jj>many</jj> <nns>students</nns>
0ff7387c81a0538f562f2575af20ba45,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>class</nn> <nn>set</nn> <in>of</in> <det>a</det> <jj>full-length</jj> <nn>non-fiction</nn> <nn>book</nn> <to>to</to> <vb>read</vb>
0fe8d819cf1ee686aa7ca604b6d12b84,<jj>cheap</jj> <pp>.</pp> <ppr>''</ppr>
0fdd2f47e2ab6a5a0961c5d827ff0f85,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>have</vbp> <nn>difficulty</nn> <in>in</in> <vbg>seeing</vbg> <nns>details</nns> <pp>.</pp>
0fdd2f47e2ab6a5a0961c5d827ff0f85,<jj>Stationary</jj> <nns>magnifiers</nns> <md>will</md> <vb>allow</vb> <prp>them</prp> <to>to</to> <vb>see</vb> <det>the</det> <jjs>tiniest</jjs> <nns>details</nns> <in>on</in> <nns>plants</nns>
0fdc3f7ae51cde3b55720eb740b8a2f5,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>24</cd> <nn>seat</nn> <nns>sacks</nns> <to>to</to> <vb>store</vb> <jj>everyday</jj> <nn>science</nn> <nns>materials</nns> <to>to</to> <vb>save</vb> <prp>us</prp> <nn>time</nn> <in>in</in> <nn>transition</nn>
0fcccf5d7986b8b8d64bc18651911b1d,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>the</det> <cd>9</cd> <nnp>Google</nnp> <nnp>Chromebooks</nnp> <to>to</to> <vb>participate</vb> <in>in</in> <det>a</det> <jj>monthly</jj> <nn>morning</nn> <nn>video-conference</nn> <nn>conversation</nn> <in>with</in> <jj>current</jj> <nns>scientists</nns> <vbg>discussing</vbg> <det>the</det> <nn>benefit</nn> <in>of</in> <nnp>STEM</nnp> <nns>careers</nns> <pp>.</pp>
0fc080cd6f2852e335da645c96670bc0,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nn>art</nn> <nns>supplies</nns> <cc>and</cc> <jj>challenging</jj> <nns>games</nns> <to>to</to> <vb>promote</vb> <det>a</det> <nn>Non-Bullying</nn> <nnp>Zone</nnp> <in>at</in> <prps>our</prps> <jj>elementary</jj> <nn>school</nn> <pp>.</pp>
0fb42842221fc96ba1f24c93604f118e,<ppl>``</ppl> <ppl>``</ppl> <ex>There</ex> <vbz>is</vbz> <in>in</in> <det>a</det> <nn>child</nn> <det>a</det> <jj>special</jj> <nn>kind</nn> <in>of</in> <nn>sensitivity</nn> <wdt>which</wdt> <vbz>leads</vbz> <prp>him</prp> <to>to</to> <vb>absorb</vb> <nn>everything</nn> <in>about</in> <prp>him</prp> <pp>.</pp>
0fb42842221fc96ba1f24c93604f118e,<prp>It</prp> <vbz>is</vbz> <det>this</det> <nn>work</nn> <in>of</in> <vbg>observing</vbg> <cc>and</cc> <vbg>absorbing</vbg> <in>that</in> <rb>alone</rb> <vbz>enables</vbz> <prp>him</prp> <to>to</to> <vb>adapt</vb> <pp>.</pp> <ppr>''</ppr>
0fb128f5d1cd0a3fa091a49afd87a33e,<ppl>``</ppl> <prp>We</prp> <vbp>are</vbp> <vbg>educating</vbg> <det>the</det> <nn>world</nn> <in>about</in> <nns>prairies</nns> <nn>one</nn> <nn>piece</nn> <in>of</in> <nn>hand</nn> <vbd>made</vbd> <nn>paper</nn> <in>at</in> <det>a</det> <nn>time</nn> <pp>!</pp>
0fb128f5d1cd0a3fa091a49afd87a33e,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>are</vbp> <jj>fourth</jj> <nns>graders</nns> <vbg>living</vbg> <nn>close</nn> <to>to</to> <det>a</det> <jj>small</jj> <cc>but</cc> <jj>important</jj> <nn>prairie</nn> <in>in</in> <nnp>Wisconsin</nnp> <pp>.</pp>
0fb128f5d1cd0a3fa091a49afd87a33e,<in>Through</in> <det>a</det> <jj>past</jj> <nns>Donors</nns> <vb>Choose</vb> <nn>donation</nn>
0f5920081b8def38a432a09c78910e26,<ppl>``</ppl> <in>At</in> <prps>our</prps> <jj>high</jj> <nn>school</nn> <prp>we</prp> <vbp>are</vbp> <vbg>trying</vbg> <to>to</to> <vb>promote</vb> <jjr>more</jjr> <nn>fitness</nn> <vbn>based</vbn> <nns>activities</nns> <cc>and</cc> <vb>keep</vb> <nns>students</nns> <rb>physically</rb> <vb>fit</vb> <pp>.</pp>
0f5920081b8def38a432a09c78910e26,<nnp>\n</nnp> <nnp>\nOur</nnp> <nns>students</nns> <vbp>attend</vbp> <det>a</det> <nnp>Chicago</nnp> <nnp>Public</nnp> <nnp>School</nnp> <wdt>which</wdt> <vbz>is</vbz> <jj>disadvantaged</jj> <in>for</in> <nn>funding</nn> <cc>and</cc> <nn>space</nn> <pp>.</pp>
0f5920081b8def38a432a09c78910e26,<prp>We</prp> <vbp>are</vbp> <vbn>located</vbn> <in>on</in> <nnp>Western</nnp> <cc>and</cc> <nnp>Division</nnp> <in>in</in> <nnp>Chicago</nnp>
0f4f18ffd79227c33dd3f7cb2ad67cbf,<cc>and</cc> <nn>watch</nn> <nns>videos</nns> <to>to</to> <vbp>activate</vbp> <rb>prior</rb> <nn>knowledge</nn> <pp>.</pp> <ppr>''</ppr>
0f422d6c882c30db368834d7928a41a2,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <jj>essential</jj> <nn>school</nn> <nns>supplies</nns> <to>to</to> <vb>start</vb> <det>the</det> <nn>year</nn> <rb>successfully</rb> <pp>.</pp>
0f422d6c882c30db368834d7928a41a2,<det>These</det> <nns>supplies</nns> <vbp>include</vbp> <cc>but</cc> <vbp>are</vbp> <rb>not</rb> <jj>limited</jj> <to>to</to> <nn>paper</nn>
0f3fd2ec638862a564a6d8e577580ef8,<prp>I</prp> <rb>really</rb> <vb>do</vb>
0f3eb888c947d0b07f86447a12ab097d,<jj>digital</jj> <nn>microscope</nn>
0f26786918cafcc928c86da1298fb774,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>10</cd> <cd>MP3</cd> <nns>players</nns> <to>to</to> <vb>use</vb> <in>for</in> <prps>our</prps> <nnp>South</nnp> <nnp>Carolina</nnp> <nn>History</nn> <nnp>Podcasts</nnp>
0f257f019e482a08f55051e96b7af834,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>are</vbp> <vbn>bored</vbn> <vbg>waiting</vbg> <in>as</in> <prp>I</prp> <rb>right</rb> <in>out</in> <nns>answers</nns> <to>to</to> <nn>homework</nn> <in>on</in> <det>the</det> <nn>board</nn> <pp>.</pp>
0f257f019e482a08f55051e96b7af834,<prp>I</prp> <md>could</md> <vb>project</vb> <det>the</det> <nns>answers</nns> <in>on</in> <det>the</det> <nn>board</nn> <in>as</in> <prp>I</prp> <vbp>check</vbp> <nn>homework</nn> <pp>.</pp>
0f257f019e482a08f55051e96b7af834,<prp>I</prp> <md>could</md> <vb>project</vb> <nn>worksheet</nn> <nns>problems</nns> <in>onto</in> <det>the</det> <nn>board</nn> <cc>and</cc> <vb>solve</vb> <prp>them</prp> <in>as</in> <det>the</det> <nns>students</nns> <vbp>watch</vbp> <nn>step</nn> <in>by</in> <nn>step</nn> <rb>instead</rb> <in>of</in> <vbg>rewriting</vbg> <cc>or</cc> <nn>drawing</nn> <nns>diagrams</nns> <pp>.</pp>
0f257f019e482a08f55051e96b7af834,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>teach</vbp> <nns>grades</nns> <cd>9</cd> <pps>-</pps> <cd>12</cd> <in>in</in> <det>an</det> <jj>urban</jj> <nn>school</nn> <nn>system</nn> <pp>.</pp>
0f257f019e482a08f55051e96b7af834,<nnp>My</nnp> <nns>students</nns> <vbp>come</vbp> <in>from</in> <det>a</det> <nn>range</nn> <in>of</in> <jj>economic</jj> <nns>backgrounds</nns> <vbg>ranging</vbg> <in>from</in> <jj>homeless</jj> <to>to</to> <jj>upper</jj> <nn>middle</nn> <nn>class</nn> <pp>.</pp>
0f257f019e482a08f55051e96b7af834,<prp>We</prp> <vbp>are</vbp> <rb>approximately</rb> <cd>85</cd> <nn>%</nn> <nn>white</nn>
0f165242dbab8c369d6662f5ac742d83,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>netbook</nn> <nn>computer</nn> <pp>.</pp>
0f13ce91cb486d4b69b41bb3464a9fe9,<det>a</det> <jj>medical</jj> <nn>kit</nn>
0f0c1a85b2ad9c75d47278b6f776112e,<vbg>having</vbg> <nns>books</nns> <in>at</in> <nn>home</nn> <to>to</to> <vb>read</vb> <vbz>is</vbz> <det>a</det> <nn>luxury</nn> <prp>they</prp> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <pp>.</pp>
0f0c1a85b2ad9c75d47278b6f776112e,<in>By</in> <pp>.</pp> <ppr>''</ppr>
0f079d38ee82a20d218c8778422e2692,<jj>such</jj> <in>as</in> <nn>Monopoly</nn> <cc>and</cc> <nnp>Life</nnp>
0f0157230f3883d87f785ca226bb615c,<nnp>Basic</nnp> <nn>math</nn> <nns>skills</nns> <vbp>are</vbp> <jj>key</jj> <to>to</to> <nn>understanding</nn> <nn>complex</nn> <nn>math</nn> <nns>concepts</nns> <pp>!</pp>
0f0157230f3883d87f785ca226bb615c,<nns>Students</nns> <vbp>are</vbp> <rb>much</rb> <jjr>more</jjr> <jj>likely</jj> <to>to</to> <vb>practice</vb> <cc>and</cc> <vb>learn</vb> <det>these</det> <nns>facts</nns> <in>if</in> <prp>they</prp> <vbp>have</vbp> <det>a</det> <nn>fun</nn> <nn>way</nn> <to>to</to> <vb>do</vb> <prp>it</prp> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <vbp>attend</vbp> <det>a</det> <jj>small</jj> <nn>public</nn> <nn>school</nn> <in>in</in> <nnp>New</nnp> <nnp>York</nnp> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<prp>They</prp> <vbp>are</vbp> <det>a</det> <jj>diverse</jj> <nn>group</nn> <in>of</in> <nns>learners</nns> <cc>but</cc> <prp>they</prp> <vbp>are</vbp> <det>all</det> <jj>very</jj> <jj>enthusiastic</jj> <in>about</in> <nn>math</nn> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<jj>Many</jj> <nns>students</nns> <vbp>come</vbp> <to>to</to> <prp>me</prp> <jj>unsure</jj> <in>of</in> <prps>their</prps> <nn>math</nn> <nns>facts</nns> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<det>This</det> <nn>can</nn> <nn>cause</nn> <prp>them</prp> <to>to</to> <vb>have</vb> <nn>difficulty</nn> <in>with</in> <det>the</det> <nns>topics</nns> <prp>we</prp> <vbp>cover</vbp> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<nnp>\n</nnp> <nnp>\nThe</nnp> <nn>math</nn> <nns>games</nns> <prp>I</prp> <vbd>chose</vbd> <vbp>are</vbp> <det>all</det> <nns>lots</nns> <in>of</in> <nn>fun</nn> <to>to</to> <vb>play</vb> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<nns>Students</nns> <md>will</md> <vb>want</vb> <to>to</to> <vb>play</vb> <prp>them</prp> <cc>and</cc> <in>in</in> <det>the</det> <nn>process</nn> <prp>they</prp> <md>will</md> <vb>learn</vb> <det>these</det> <jj>important</jj> <nn>math</nn> <nns>skills</nns> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<vbg>Having</vbg> <det>these</det> <nn>math</nn> <nns>games</nns> <md>will</md> <vb>enable</vb> <prp>me</prp> <to>to</to> <vb>expand</vb> <prps>my</prps> <nn>math</nn> <nn>center</nn> <nn>time</nn> <det>each</det> <nn>week</nn> <pp>.</pp>
0f0157230f3883d87f785ca226bb615c,<det>This</det> <nn>will</nn> <vb>make</vb> <prps>my</prps> <nns>students</nns> <rb>very</rb> <jj>happy</jj> <pp>!</pp>
0f0157230f3883d87f785ca226bb615c,<nnp>\n</nnp> <nnp>\nYour</nnp> <nn>donation</nn> <md>will</md> <vb>make</vb> <det>a</det> <jj>huge</jj> <nn>impact</nn> <in>on</in> <prps>my</prps> <nn>classroom</nn> <pp>!</pp>
0f0157230f3883d87f785ca226bb615c,<prp>I</prp> <md>will</md> <rb>finally</rb> <vb>have</vb> <det>the</det> <nns>resources</nns> <to>to</to> <vb>help</vb> <prps>my</prps> <nns>students</nns> <vbp>learn</vbp> <jj>basic</jj> <nns>skills</nns> <cc>and</cc> <prp>they</prp> <md>will</md> <vb>be</vb> <vbn>motivated</vbn> <to>to</to> <vb>spend</vb> <nn>time</nn> <in>on</in> <det>this</det> <jj>very</jj> <jj>important</jj> <nn>area</nn> <in>in</in> <prps>their</prps> <nn>education</nn> <pp>.</pp>
0efdfc0b72e7f76a278749770f4b7ecc,<in>like</in> <det>a</det> <nn>spring</nn> <nn>board</nn>
